Offset(V)     Pid     Handle     Access Type             Details
0x82131f20   1880       0x50   0x1f0003 Event            
0x82159c20   1880       0x54   0x1f03ff Thread           TID 1980 PID 1880
0x82130ff0   1880       0x58   0x1f0003 Event            
0x82113478   1880       0x5c   0x1f03ff Thread           TID 1984 PID 1880
0xe1ba7cb0   1880       0x60  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003
0x82122c28   1880       0x64   0x1f03ff Thread           TID 1988 PID 1880
0x81e5fb30   1880       0x68   0x1f03ff Thread           TID 1996 PID 1880
0x81e5f8b8   1880       0x6c   0x1f03ff Thread           TID 2000 PID 1880
0x82126128   1880       0x70   0x1f0001 Mutant           __QTTaskMutex__
0x821260e8   1880       0x74   0x1f0003 Event            _QTActiveXRegistryWatcherThreadEnded_
0x81edf5c8   1880       0x78   0x1f0003 Event            
0x8212ed30   1880       0x7c   0x1f0003 Event            
0x8212ed00   1880       0x80   0x1f0003 Event            
0x82143aa0   1880       0x84   0x1f0003 Event            
0x82122c28   1880       0x88   0x1f03ff Thread           TID 1988 PID 1880
0x82143a58   1880       0x8c   0x1f0003 IoCompletion     
0x821452e0   1880       0x90   0x1f0003 IoCompletion     
0x82143a58   1880       0x94   0x1f0003 IoCompletion     
0x8224d630   1880       0x98   0x1f0001 Mutant           {72b34c23-c326-004d-0748-2bfcd1ba958e}
0x82275370   1880       0x9c   0x1f0003 Timer            {2312adf0-688f-3ca2-2499-98ddf6338a17}
0x8214b4b8   1880       0xa0   0x1f0003 Event            
0x81e5fb30   1880       0xa4   0x1f03ff Thread           TID 1996 PID 1880
0x821c72b8   1880       0xa8   0x1f0001 Mutant           {17946661-cc4c-9b3b-255e-29729f404374}
0x8224d8e8   1880       0xac   0x1f0003 Timer            {23a7a2c6-1b6d-c5e8-5a27-2e4b9cf190b5}
0x82233768   1880       0xb0   0x1f0003 Event            {97f6d4af-7a42-74b9-53c4-3738fd96812a}
0x8214b488   1880       0xb4   0x1f0003 Event            
0x81e5f8b8   1880       0xb8   0x1f03ff Thread           TID 2000 PID 1880
0xe25b0b00   1880       0xbc   0x1f0001 Port             
0x821ae978   1880       0xc0   0x1f0003 Event            {cf250eea-f141-19ac-be1b-d27fa005d409}
0xe1962eb8   1880       0xc4        0x4 Section          
0x82124530   1880       0xc8   0x1f03ff Thread           TID 288 PID 1880
0x82114a08   1880       0xcc   0x1f0003 Event            
0x81f8afc0   1880       0xd0   0x1f0003 Event            
0x82182260   1880       0xd4   0x1f0003 Event            
0x82142978   1880       0xd8   0x1f0003 Event            
0x8213ff58   1880       0xdc   0x1f0003 Event            
0x8210b3c8   1880       0xe0   0x1f0003 Event            
0x82317080   1880       0xe4   0x1f0003 Event            
0x82135350   1880       0xe8   0x1f0003 Event            _QTActiveXRegistryWatcherPleaseQuitNow_
0x821590f0   1880       0xec   0x1f0003 Event            _QTActiveXRegistryWatcherQuitNowExternal_
0xe2252368   1880       0xf0    0x20019 Key              MACHINE\SOFTWARE\CLASSES\CLSID\{02BF25D5-8C17-4B23-BC80-D3488ABDDC6B}
0xe26174c0   1880       0xf4  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe25a1338   1880       0xf8    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUN
0xe22a1f10   1880       0xfc    0x20019 Key              MACHINE\SOFTWARE\APPLE COMPUTER, INC.\QUICKTIME\QUICKTIMEUPDATEINPROGRESS
0xe1ae37d0   1880      0x100    0x20019 Key              MACHINE\SOFTWARE\CLASSES\MIME\DATABASE\CONTENT TYPE\IMAGE/X-QUICKTIME
0xe26234b8   1880      0x104    0x20019 Key              MACHINE\SOFTWARE\CLASSES\MIME\DATABASE\CONTENT TYPE\IMAGE/X-MACPAINT
0xe1ba8e40   1880      0x108    0x20019 Key              MACHINE\SOFTWARE\CLASSES\MIME\DATABASE\CONTENT TYPE\VIDEO/QUICKTIME
0xe1bd9720   1880      0x10c    0x20019 Key              MACHINE\SOFTWARE\APPLE COMPUTER, INC.\QUICKTIME\INSTALLED MIME TYPES
0x82190cc0   1880      0x110   0x1f0001 Mutant           CTF.LBES.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0xe19e36d8   1880      0x114    0xf0007 Section          CiceroSharedMemDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c70   1880      0x118   0x1f0001 Mutant           CTF.Compart.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c20   1880      0x11c   0x1f0001 Mutant           CTF.Asm.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f28928   1880      0x120   0x1f0001 Mutant           CTF.Layouts.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f288d8   1880      0x124   0x1f0001 Mutant           CTF.TMD.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x821773a8   1880      0x128  0x21f0003 Event            
0x822c5138   1880      0x12c   0x100001 File             \Device\KsecDD
0x81e80220   1880     0x8084   0x1f0003 Semaphore        
0xe10096b0   1952        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe177ff58   1952        0x8        0x3 Directory        KnownDlls
0x821220d0   1952        0xc   0x100020 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x81ea3808   1952       0x10   0x100003 Semaphore        
0xe17d9748   1952       0x14    0xf000f Directory        Windows
0xe1ad90f0   1952       0x18  0x21f0001 Port             
0x81ea3840   1952       0x1c   0x100003 Semaphore        
0xe1820f58   1952       0x20    0x2000f Directory        BaseNamedObjects
0x822357f0   1952       0x24   0x1f0001 Mutant           SHIMLIB_LOG_MUTEX
0x81ea4020   1952       0x28   0x100003 Event            
0xe1ab4138   1952       0x2c  0x20f003f Key              MACHINE
0x81e18020   1952       0x30  0x21f0003 Event            
0x81f5c520   1952       0x34    0xf037f WindowStation    WinSta0
0x81f66208   1952       0x38    0xf01ff Desktop          Default
0x81f5c520   1952       0x3c    0xf037f WindowStation    WinSta0
0x82190cc0   1952       0x40   0x1f0001 Mutant           CTF.LBES.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0xe19e36d8   1952       0x44    0xf0007 Section          CiceroSharedMemDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c70   1952       0x48   0x1f0001 Mutant           CTF.Compart.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c20   1952       0x4c   0x1f0001 Mutant           CTF.Asm.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f28928   1952       0x50   0x1f0001 Mutant           CTF.Layouts.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f288d8   1952       0x54   0x1f0001 Mutant           CTF.TMD.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0xe1bfc910   1952       0x58  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003
0x821465a0   1952       0x5c   0x1f0003 Event            
0x81ea37d0   1952       0x60   0x100003 Semaphore        
0x81ea3798   1952       0x64   0x100003 Semaphore        
0xe19e1350   1952       0x68    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x82252e30   1952       0x6c   0x100001 File             \Device\KsecDD
0x82195550   1952       0x70   0x1f0003 Event            
0x82195520   1952       0x74   0x1f0003 Event            
0xe1bc8688   1952       0x78    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x822b90e0   1952       0x7c   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x8212e250   1952       0x80   0x1f0003 Event            userenv:  User Profile setup event
0x82146e00   1952       0x84   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x8212be08   1952       0x88   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x81eba1f0   1952       0x8c   0x1f0003 Event            
0x81eba1c0   1952       0x90   0x1f0003 Event            
0x81eba180   1952       0x94   0x1f0001 Mutant           {61a6f20c-05fb-431e-00e5-34e9325f8603}
0x81eba140   1952       0x98   0x1f0003 Event            
0x82121b48   1952       0x9c   0x1f03ff Thread           TID 216 PID 1952
0x81eba0f0   1952       0xa0   0x1f0003 Event            
0x821fab68   1952       0xa4   0x1f03ff Thread           TID 224 PID 1952
0x82123ff0   1952       0xa8   0x100003 Event            
0x81f8eda8   1952       0xac   0x1f03ff Thread           TID 228 PID 1952
0x821617f0   1952       0xb0   0x1f03ff Thread           TID 236 PID 1952
0x8211b370   1952       0xb4   0x1f03ff Thread           TID 240 PID 1952
0xe1ba82a8   1952       0xb8   0x1f0001 Port             
0x8212d7d8   1952       0xbc   0x1f0001 Mutant           CtfmonInstMutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0xe1962eb8   1952       0xc0        0x4 Section          
0x8227d5a8   1952       0xc4   0x1f0003 Event            
0x81efd878   1952       0xc8   0x1f0001 Mutant           CTF.TimListCache.FMPDefaultS-1-5-21-343818398-920026266-854245398-1003MUTEX.DefaultS-1-5-21-343818398-920026266-854245398-1003
0xe2287c28   1952       0xcc    0xf0007 Section          CTF.TimListCache.FMPDefaultS-1-5-21-343818398-920026266-854245398-1003SFM.DefaultS-1-5-21-343818398-920026266-854245398-1003
0x82138420   1952       0xd0   0x1f0003 Event            
0x81f18788   1952       0xd4   0x1f0003 Event            
0x8214cb20   1952       0xd8   0x1f0001 Mutant           MSCTF.GCompartListMUTEX.DefaultS-1-5-21-343818398-920026266-854245398-1003
0xe226eed0   1952       0xdc    0xf0007 Section          MSCTF.GCompartListSFM.DefaultS-1-5-21-343818398-920026266-854245398-1003
0x82142948   1952       0xe0   0x1f0003 Event            
0x821617f0   1952       0xe4   0x1f03ff Thread           TID 236 PID 1952
0xe1badfd8   1952       0xe8    0xf0007 Section          CTF.AsmListCache.FMPDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82134e50   1952       0xec   0x1f0003 IoCompletion     
0x821848b8   1952       0xf0   0x1f0003 Event            
0xe25b9988   1952       0xf4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\KEYBOARD LAYOUT\TOGGLE
0x81e60fc0   1952       0xf8   0x1f0003 Event            
0x82134e08   1952       0xfc   0x1f0003 IoCompletion     
0x82134e50   1952      0x100   0x1f0003 IoCompletion     
0x8224d8e8   1952      0x104   0x1f0003 Timer            {23a7a2c6-1b6d-c5e8-5a27-2e4b9cf190b5}
0x821ae978   1952      0x108   0x1f0003 Event            {cf250eea-f141-19ac-be1b-d27fa005d409}
0x821c72b8   1952      0x10c   0x1f0001 Mutant           {17946661-cc4c-9b3b-255e-29729f404374}
0x82233768   1952      0x110   0x1f0003 Event            {97f6d4af-7a42-74b9-53c4-3738fd96812a}
0x81f8eda8   1952      0x114   0x1f03ff Thread           TID 228 PID 1952
0x8224d630   1952      0x118   0x1f0001 Mutant           {72b34c23-c326-004d-0748-2bfcd1ba958e}
0x82275370   1952      0x11c   0x1f0003 Timer            {2312adf0-688f-3ca2-2499-98ddf6338a17}
0x81e28960   1952      0x120   0x1f0003 Event            
0xe1b99eb0   1952      0x124    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\CTF\TIP
0xe1b51d68   1952      0x128    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM
0xe261b500   1952      0x12c    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM\MUICACHE
0xe264fd38   1952      0x130  0x20f003f Key              USER
0x81e381f0   1952      0x134   0x1f0003 Event            
0xe26153a0   1952      0x138    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\KEYBOARD LAYOUT\PRELOAD
0x822ac310   1952      0x13c   0x1f0003 Event            
0xe2688e40   1952      0x140    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUN
0x823af628   1952      0x144   0x1f0003 Event            
0xe2663eb0   1952      0x148    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\CTF\TIP
0x822adf18   1952      0x14c   0x1f0003 Event            
0xe2272710   1952      0x150    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\SPEECH
0x8220f960   1952      0x154   0x1f0003 Event            
0xe25f2c38   1952      0x158    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\CONTROL PANEL\APPEARANCE
0x8220f930   1952      0x15c   0x1f0003 Event            
0xe1bc3e68   1952      0x160    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\CONTROL PANEL\COLORS
0x82223670   1952      0x164   0x1f0003 Event            
0xe26152e8   1952      0x168    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\CONTROL PANEL\DESKTOP\WINDOWMETRICS
0x821c9918   1952      0x16c   0x1f0003 Event            
0xe2298fb8   1952      0x170    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\SPEECH
0x81f4bfc0   1952      0x174   0x1f0003 Event            
0xe1b65100   1952      0x178    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\KEYBOARD LAYOUT
0x8215c288   1952      0x17c   0x1f0003 Event            
0xe1b98bc8   1952      0x180    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\CTF\ASSEMBLIES
0x8233f638   1952      0x18c   0x100000 Event            WinSta0_DesktopSwitch
0x81eb81b0   1952     0x80cc   0x1f0003 Semaphore        
0xe10096b0   1968        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe177ff58   1968        0x8        0x3 Directory        KnownDlls
0x82195460   1968        0xc   0x100020 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x82141aa0   1968       0x10   0x100003 Event            
0xe17d9748   1968       0x14    0xf000f Directory        Windows
0xe1ba0020   1968       0x18  0x21f0001 Port             
0x82161028   1968       0x1c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.5512_x-ww_dfb54e0c
0x822222b0   1968       0x20   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x8219b1f0   1968       0x24   0x100003 Semaphore        
0x8219b1b8   1968       0x28   0x100003 Semaphore        
0xe25a01a8   1968       0x2c  0x20f003f Key              MACHINE
0x82125f60   1968       0x30  0x21f0003 Event            
0x81f5c520   1968       0x34    0xf037f WindowStation    WinSta0
0x81f66208   1968       0x38    0xf01ff Desktop          Default
0x81f5c520   1968       0x3c    0xf037f WindowStation    WinSta0
0x8214d028   1968       0x40   0x100001 File             \Device\KsecDD
0xe1820f58   1968       0x44    0x2000f Directory        BaseNamedObjects
0x822b90e0   1968       0x48   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x8211b0d8   1968       0x4c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x81e5f020   1968       0x50   0x1f0003 Event            
0x8219b180   1968       0x54   0x100003 Semaphore        
0x8219b148   1968       0x58   0x100003 Semaphore        
0xe1bdc500   1968       0x5c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x822a36a0   1968       0x60   0x100000 Event            crypt32LogoffEvent
0xe1b9feb0   1968       0x64  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003
0x8214df90   1968       0x68   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0xe25a4280   1968       0x6c    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0x8214def8   1968       0x70   0x1200a0 File             \Device\Tcp
0x81f51808   1968       0x74   0x120116 File             \Device\Tcp
0x82135e58   1968       0x78   0x1200a0 File             \Device\Ip
0x821435e0   1968       0x7c   0x100003 File             \Device\Ip
0x821207e8   1968       0x80   0x1200a0 File             \Device\Ip
0x8219b110   1968       0x84   0x100003 Semaphore        
0x81e7f9c8   1968       0x88   0x100003 Semaphore        
0xe1b97630   1968       0x8c    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE
0xe224fce8   1968       0x90    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS
0xe2569440   1968       0x94    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS\INTERFACES
0xe261d310   1968       0x98    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS
0x821258b0   1968       0x9c   0x1f0003 Event            
0x82125880   1968       0xa0   0x1f0003 Event            
0x82125840   1968       0xa4   0x1f0001 Mutant           {633d52dc-d08b-ec6e-d0f5-04f982efd693}
0x82125800   1968       0xa8   0x1f0003 Event            
0x8210c238   1968       0xac   0x1f03ff Thread           TID 232 PID 1968
0x82125770   1968       0xb0   0x1f0003 Event            
0x82159460   1968       0xb4   0x1f03ff Thread           TID 260 PID 1968
0x8210b390   1968       0xb8   0x100003 Event            
0x8214e4e0   1968       0xbc   0x1f03ff Thread           TID 264 PID 1968
0x8214e268   1968       0xc0   0x1f03ff Thread           TID 268 PID 1968
0x8212dd80   1968       0xc4   0x1f03ff Thread           TID 244 PID 1968
0x81f8aff0   1968       0xc8   0x1f0003 Event            
